Systema(c,Raw,Common,Genbank,Column5,Gene SymboDescrip(on,,
1426282_at,11.09513,Hnt,AF282980,Ntm,neurotrimin,,
1422849_a_at,11.0921,Pabpn1,AV028400,null,"AV028400 Mus musculus adult C57BL/6J brain Mus musculus cDNA clone 1422000A11, mRNA sequence.",,
1460354_a_at,11.09165,1110002D09Rik,AB049641,Mrpl13,mitochondrial ribosomal protein L13,,
1426245_s_at,11.09029,EB1,BC027056,Mapre2,"microtubule?associated protein, RP/EB family, member 2",,
1426658_x_at,11.08771,A10,L21027,Phgdh,3?phosphoglycerate dehydrogenase,,
1447786_at,11.08225,Pscd1,AV347405,Cyth1,"Pleckstrin homology, Sec7 and coiled?coil domains 1",,
1423817_s_at,11.08213,D12,AF353245,Use1,2010315L10RIKEN cDNA 2010315L10 gene,,
1437332_at,11.08059,null,BB312372,null,"Adult male corpora quadrigemina cDNA, RIKEN full?length enriched library, clone:B230334A10 product:unclassifiable, full insert sequence",,
1439112_at,11.08033,2810442I21Rik,BE456545,Eldr,RIKEN cDNA 2810442I21 gene,,
1447975_a_at,11.07435,LOC545261,AI429562,Bvht,Hypothe(cal protein LOC545261,,
1436658_at,11.06776,LOC434198,AI132334,B130024G19Rik,Transcribed locus,,
1432512_at,11.06715,4930578N11Rik,AK019817,Agbl4,4931433A01RIKEN cDNA 4931433A01 gene,,
1425060_s_at,11.06714,Rsn,BG969810,Clip1,Res(n (Reed?Steinberg cell?expressed intermediate filament?associated protein),,
1429704_at,11.06542,MegBP,AK007202,Lrp2bp,Lrp2 binding protein,,
1441352_at,11.05876,Ifrg15,BB667558,Tor1aip2,Interferon alpha responsive gene,,
1429599_a_at,11.05104,Mthfd2l,AK003824,null,1110019K23RIKEN cDNA 1110019K23 gene,,
1448359_a_at,11.05036,Hig1,NM_019814,Higd1a,"HIG1 domain family, member 1A",,
1442566_at,11.04662,Dtnbp1,BG066292,null,expressed sequence C78878,,
1437623_x_at,11.04546,Xrcc3,BB251723,null,"BB251723 RIKEN full?length enriched, 7 days neonate cerebellum Mus musculus cDNA clone A730047L12 3', mRNA sequence.",,
1422861_s_at,11.04284,Enh,NM_019808,Pdlim5,PDZ and LIM domain 5,,
1456266_at,11.03914,Rpl30,BB283415,null,Ribosomal protein L30,,
1445621_at,11.03435,Kbtbd4,AI593401,null,"vu35f10.x1 Stratagene mouse Tcell 937311 Mus musculus cDNA clone IMAGE:1193419 3', mRNA sequence.",,
1454667_at,11.03207,Snx8,AI314167,null,Sor(ng nexin 8,,
1439254_at,11.02827,Akap13,BE981392,null,A kinase (PRKA) anchor protein 13,,
1428325_at,11.02778,2610019P18Rik,AK011474,Cnpy4,2610019P18RIKEN cDNA 2610019P18 gene,,
1419727_at,11.02496,Daf,NM_007827,Cd55b,decay accelera(ng factor 2,,
1430569_at,11.01935,2210019E14Rik,AK008753,Ttc9c,tetratricopep(de repeat domain 9C,,
1432264_x_at,11.01897,EB1,AK009614,Cox7a2l,cytochrome c oxidase subunit VIIa polypep(de 2?like,,
1459878_a_at,11.018,6720481P07,AI195854,Cped1,A430107O1 RIKEN cDNA A430107O13 gene,,
1426134_at,11.01531,TDN,AF223415,Trdn,triadin,,
1439693_a_at,11.01241,MGC117551,BB504521,Fbxw16,F?box and WD?40 domain protein 16,,
1438309_at,11.01121,null,BB432539,null,Transcribed locus,,
1443971_x_at,11.01103,Mpp7,BB414808,null,"Membrane protein, palmitoylated 7 (MAGUK p55 subfamily member 7)",,
1424386_at,11.00988,C85440,BC020184,Reep2,receptor accessory protein 2,,
1416166_a_at,11.00577,TRANK,NM_016764,Prdx4,peroxiredoxin 4,,
1440511_at,11.00567,Psme4,BG067940,null,"Proteasome (prosome, macropain) ac(vator subunit 4",,
1416415_a_at,11.00463,H2A.Z,AY074806,H2az1,"H2A histone family, member Z",,
1426851_a_at,10.99883,C130088N23Rik,X96585 Nov,Ccn3,nephroblastoma overexpressed gene,,
1450453_a_at,10.99774,Pdeg,NM_012065,Pde6g,"phosphodiesterase 6G, cGMP?specific, rod, gamma",,
1454661_at,10.99667,Atp5g3,AU080319,Atp5mc3,"ATP synthase, H+ transpor(ng, mitochondrial F0 complex, subunit c (subunit 9), isoform 3",,
1443123_at,10.99432,Tanc2,BB520952,null,"Tetratricopep(de repeat, ankyrin repeat and coiled?coil containing 2",,
1447066_at,10.99332,Ncor2,AW146378,null,"Adult inner ear cDNA, RIKEN full?length enriched library, clone:F930039H20 product:unclassifiable, full insert sequence",,
1423295_at,10.99249,P76,BB747462,Tm9sf2,transmembrane 9 superfamily member 2,,
1460076_x_at,10.99164,AI854635,BB319870,Zfp3,"BB319870 RIKEN full?length enriched, adult male corpora quadrigemina Mus musculus cDNA clone B230383B14 3', mRNA sequence.",,
1420213_x_at,10.99033,null,AV264531,null,"AV264531 RIKEN full?length enriched, adult male tes(s (DH10B) Mus musculus cDNA clone 4930500F18 3', mRNA sequence.",,
1425910_at,10.98992,Zrf1,BC004043,Dnajc2,"DnaJ (Hsp40) homolog, subfamily C, member 2",,
1438555_x_at,10.98915,Muc4,BB532597,null,"BB532597 RIKEN full?length enriched, 0 day neonate lung cDNA clone E030025M14 3' similar to mucin Muc4",,
1437389_x_at,10.98876,Clcn3,AV117555,null,"AV117555 Mus musculus C57BL/6J 10?day embryo Mus musculus cDNA clone 2610203M20, mRNA sequence.",,
1460418_x_at,10.98852,Tla,X03052,H2-T18,"histocompa(bility 2, T region locus 18",,
1441660_at,10.98769,Actr2,AV351863,null,ARP2 ac(n?related protein 2 homolog (yeast),,
1457582_at,10.98664,Uty,BB528233,null,"Ubiquitously transcribed tetratricopep(de repeat gene, Y chromosome",,
1439428_x_at,10.98578,Gmds,BB531991,null,"GDP?mannose 4, 6?dehydratase",,
1432134_at,10.98522,GS4,AK016064,Spdya,speedy homolog A (Drosophila),,
1425350_a_at,10.98367,mKIAA1341,U13262,Myef2,"myelin basic protein expression factor 2, repressor",,
1437225_x_at,10.98297,Gnai3,BB782705,null,"Guanine nucleo(de binding protein, alpha inhibi(ng 3",,
1437489_x_at,10.9821,Sdhd,BB497590,null,"Succinate dehydrogenase complex, subunit D, integral membrane protein",,
1458303_at,10.97298,null,AV308579,null,"AV308579 RIKEN full?length enriched, 8 days embryo Mus musculus cDNA clone 5730567A21 3', mRNA sequence.",,
1458493_a_at,10.96979,4732468D17Rik,BE982367,Cplane1,2410089E03RIKEN cDNA 2410089E03 gene,,
1459370_at,10.9693,Cacng5,BG070322,null,"Calcium channel, voltage?dependent, gamma subunit 5",,
1427504_s_at,10.96464,SC35,AF250133,Srsf2,"splicing factor, arginine/serine?rich 2 (SC?35)",,
1437683_x_at,10.96263,Serf2,AV047585,null,Small EDRK?rich factor 2,,
1423291_s_at,10.96081,Cab140,BM231738 ,Hyou1,hypoxia up?regulated 1,,
1441288_at,10.95851,2010320O07Rik,AW489857,null,RIKEN cDNA 2010320O07 gene,,
1457982_at,10.95651,Gm1564,AV046246,Meioc,"Gene model 1564, (NCBI)",,
1433990_at,10.95428,Lhfpl3,BQ175687,null,Lipoma HMGIC fusion partner?like 3,,
1427781_at,10.95283,Ccdc128,AJ290944,Usmg2,upregulated during skeletal muscle growth 2,,
1458804_at,10.95039,Slco4c1,BG069963,null,"Solute carrier organic anion transporter family, member 4C1",,
1448820_a_at,10.94927,EIF2,AA985754,Eif2s2,"eukaryo(c transla(on ini(a(on factor 2, subunit 2 (beta)",,
1449412_at,10.94673,AI463380,NM_0255591810046J19RIKEN cDNA 1810046J19 gene,Mien1,null,,
1447437_at,10.9456,Acsm1,BB750591,null,Acyl?CoA synthetase medium?chain family member 1,,
1456028_x_at,10.93691,Marcks,BB454540,null,Myristoylated alanine rich protein kinase C substrate,,
1423851_a_at,10.93667,shisa,BC024118,Shisa2,transmembrane protein 46,,
1448098_at,10.93329,AA517545,AA522015,AA517545,expressed sequence AA517545,,
1420448_at,10.93226,4930539I12Rik,NM_029203,Rhox2a,reproduc(ve homeobox 2,,
1452206_at,10.92973,4930547K18Rik,AK005273,Sucla2,"succinate?Coenzyme A ligase, ADP?forming, beta subunit",,
1430952_at,10.92664,Nlgn1,AV165800,null,Neuroligin 1,,
1437455_a_at,10.92561,Btg1,AW322026,null,Transcribed locus,,
1438612_a_at,10.92311,Ablim1,AV076302,null,"AV076302 Mus musculus stomach C57BL/6J adult Mus musculus cDNA clone 2210017J11, mRNA sequence.",,
1435509_x_at,10.9226,Clic4,BB145140,null,"BB145140 RIKEN full?length enriched, adult female vagina cDNA clone 9930028J15 3' similar to oral tumor suppressor homolog (Doc?1)",,
1455557_at,10.9222,LOC553095,BB751199,Gm17750,Hypothe(cal LOC553095,,
1455787_x_at,10.92006,Aldh2,AV339366,null,"AV339366 RIKEN full?length enriched, adult male olfactory bulb cDNA clone similar to mul(ple inositol polyphosphate phosphatase",,
1428386_at,10.9198,ACS3,AK012088,Acsl3,acyl?CoA synthetase long?chain family member 3,,
1429920_at,10.91671,Lmna1,AK016641,Lmntd1,intermediate filament tail domain containing 1,,
1456651_a_at,10.91486,Tpr,BG067858,null,Translocated promoter region,,
1459375_at,10.9145,Pappa,BB488555,null,Pregnancy?associated plasma protein A,,
1415695_at,10.91311,C2; alpha?type,BC005762,Psma1,"proteasome (prosome, macropain) subunit, alpha type 1",,
1438632_x_at,10.91014,Tnp1,AV206780,null,Transi(on protein 1,,
1434366_x_at,10.90989,C1qb,AW227993,null,"Complement component 1, q subcomponent, beta polypep(de",,
1442731_at,10.90971,9030416H16Rik,AI594675,Pds5a,RIKEN cDNA 9030416H16 gene,,
1428993_at,10.9096,AW121955,AK003750,Ucma,1110017I16 RIKEN cDNA 1110017I16 gene,,
1416882_at,10.90843,MGC129414,NM_026418,Rgs10,regulator of G?protein signalling 10,,
1419586_at,10.90804,AI662636,BF168611,Rp2,re(ni(s pigmentosa 2 homolog (human),,
1443570_at,10.90679,Cops3,BB283617,null,"COP9 (cons(tu(ve photomorphogenic) homolog, subunit 3 (Arabidopsis thaliana)",,
1448246_at,10.90534,HD1,NM_008228,Hdac1,histone deacetylase 1,,
1419216_at,10.90399,AZ1,NM_009734,Cep131,5?azacy(dine induced gene 1,,
1439437_x_at,10.90286,Mbp,BB435432,null,"BB435432 RIKEN full?length enriched, adult pancreas Islet cells cDNA clone C820013M16 3' similar to carboxypep(dase H",,
1420170_at,10.90109,Myh9,C80049,null,"Myosin, heavy polypep(de 9, non?muscle",,
1418928_a_at,10.9005,AI464204,AK009675,Mettl21a,2310038H17RIKEN cDNA 2310038H17 gene,,
1452083_a_at,10.8988,Pja1,BM199789 Pja1,null,"praja1, RING?H2 mo(f containing",,
1431024_a_at,10.89851,BCAA,AK020165,Arid4b,AT rich interac(ve domain 4B (Rbp1 like),,
1460647_a_at,10.89846,EAR2,NM_010150,Nr2f6,"nuclear receptor subfamily 2, group F, member 6",,
1455986_at,10.89515,Zdhhc17,BE986833,null,"Zinc finger, DHHC domain containing 17",,
1453217_at,10.89339,4930527E24Rik,AK015913,Slxl1,4930527E24RIKEN cDNA 4930527E24 gene,,
1438641_x_at,10.8929,Psap,BB391156,null,"BB391156 RIKEN full?length enriched, 0 day neonate cerebellum Mus musculus cDNA clone C230073G08 3', mRNA sequence.",,
1416577_a_at,10.89234,AA517855,NM_019712,Rbx1,ring?box 1,,
1460424_at,10.89193,1810008O21Rik,BI411309,Tmem160,transmembrane protein 160,,
1426836_s_at,10.88146,AW047992,BG064851,Metap1,methionyl aminopep(dase 1,,
1456583_x_at,10.881,5730537D05Rik,BB272245,Tmem144,"BB272245 RIKEN full?length enriched, 10 days neonate cortex Mus musculus cDNA clone A830067A10 3', mRNA sequence.",,
1450100_a_at,10.87901,p144,AW046403 ,Tcerg1,transcrip(on elonga(on regulator 1 (CA150),,
1431620_at,10.8784,1700029E19Rik,AK006486,4930442J19Rik,4930442J19RIKEN cDNA 4930442J19 gene,,
1433071_at,10.8762,Ran,AK018289,null,6430605C03RIKEN cDNA 6430605C03 gene,,
1440957_at,10.87391,Dea29,BB847171,Defb29,Defensin beta 29,,
1456279_a_at,10.87385,Rangap1,AV094648,null,"AV094648 Mus musculus C57BL/6J ES cell Mus musculus cDNA clone 2410002B13, mRNA sequence.",,
1458296_at,10.87083,Ext1,BI465650,null,Exostoses (mul(ple) 1,,
1437193_s_at,10.86604,Snrpb,AU018828,null,Small nuclear ribonucleoprotein B,,
1420285_at,10.86375,null,BB087707,null,"BB087707 RIKEN full?length enriched, 12 days embryo, embryonic body between diaphragm region and neck cDNA clone 9430012D23 3",,
1443487_at,10.86258,Il4,AU022238,Il4,expressed sequence AU022238,,
1439034_at,10.86229,Spn,BB160586,null,"BB160586 RIKEN full?length enriched, 16 days neonate thymus Mus musculus cDNA clone A130054A12 3' similar to leukosialin",,
1434459_at,10.86085,BC057627,BF147898,Zc3h4,CDNA sequence BC057627,,
1442158_at,10.85837,AI642422,BB462437,Mast4,microtubule associated serine/threonine kinase family member 4,,
1424113_at,10.85676,C77966,BG970109,Lamb1,laminin B1 subunit 1,,
1435310_at,10.85647,Fbxo7,AV327590,null,F?box protein 7,,
1447682_x_at,10.8546,Traf5,BB108799,null,"BB108799 RIKEN full?length enriched, adult male urinary bladder Mus musculus cDNA clone 9530014F13 3' similar to TRAF5 protein,",,
1450102_a_at,10.85457,gp78,NM_011787,Amfr,autocrine mo(lity factor receptor,,
1417083_at,10.85435,AI326121,NM_024171,Sec61b,Sec61 beta subunit,,
1437998_at,10.84264,Ap1s2,BB282321,null,"Adaptor?related protein complex 1, sigma 2 subunit",,
1433810_x_at,10.83949,Ddx5,AW536527,null,Transcribed locus,,
1439296_at,10.83929,Lmo6,BM229980,Prickle3,LIM domain only 6,,
1441834_x_at,10.83691,null,BB160659,null,"BB160659 RIKEN full?length enriched, 16 days neonate thymus Mus musculus cDNA clone A130054H10 3', mRNA sequence.",,
1455822_x_at,10.8368,Surf4,AV311750,null,Surfeit gene 4,,
1427865_at,10.83435,null,AF071431,Hbb-b2,"transcript down?regulated by Coxsackievirus B3 infec(on; Mus musculus beta globin mRNA, par(al cds.",,
1433913_at,10.83267,C80913,AV094811,Uri1,Expressed sequence C80913,,
1445192_at,10.83169,D8Ertd575e,BG068436,null,"H3065E02?3 NIA Mouse 15K cDNA Clone Set Mus musculus cDNA clone H3065E02 3', mRNA sequence.",,
1438785_at,10.82339,Enpp6,BB333372,null,Ectonucleo(de pyrophosphatase/phosphodiesterase 6,,
1426379_at,10.82257,C85189,AW741459 ,Eif4b,eukaryo(c transla(on ini(a(on factor 4B,,
1429417_at,10.82132,AI662215,AK019528,Chsy3,4833446K15RIKEN cDNA 4833446K15 gene,,
1431425_a_at,10.81671,AL022841,AK015972,Rprd2,4930535B03RIKEN cDNA 4930535B03 gene,,
1439200_x_at,10.81477,Erdr1,BE686792,Erdr1x,Erythroid differen(a(on regulator 1,,
1439932_at,10.81286,3110003A22Rik,BQ174624,Ubxn2b,RIKEN cDNA 3110003A22 gene,,
1421624_a_at,10.81234,Mena,NM_010135,Enah,enabled homolog (Drosophila),,
1443105_at,10.81171,Zfp398,BB084240,null,Zinc finger protein 398,,
1434268_at,10.80627,Adar1,AV341198,Adar,"adenosine deaminase, RNA?specific",,
1425519_a_at,10.80393,CLIP,BC003476,Cd74,"CD74 an(gen (invariant polypep(de of major histocompa(bility complex, class II an(gen?associated)",,
1454625_at,10.8019,Phf6,BG073473,null,PHD finger protein 6,,
1456998_at,10.80003,Dbpht2,AU023363,null,Transcribed locus,,
1443602_at,10.79854,Ifngr1,BB284535,null,Interferon gamma receptor 1,,
1425268_a_at,10.79761,3110045G13Rik,BB752266,Pear1,RIKEN cDNA 3110045G13 gene,,
1428145_at,10.796,AI255831,AK002555,Acaa2,acetyl?Coenzyme A acyltransferase 2 (mitochondrial 3?oxoacyl?Coenzyme A thiolase),,
1456226_x_at,10.79573,Ddr1,BB234940,null,"Discoidin domain receptor family, member 1",,
1454920_at,10.79407,Nirf,BQ266387,Uhrf2,"ubiqui(n?like, containing PHD and RING finger domains 2",,
1427913_at,10.79393,0710001K08Rik,AK003262,Rwdd1,RWD domain containing 1,,
1426384_a_at,10.7934,AU019196,AK011612,Ywhae,"tyrosine 3?monooxygenase/tryptophan 5?monooxygenase ac(va(on protein, epsilon polypep(de",,
1439065_x_at,10.79028,C230078M14Rik,C77501,Cntnap5b,RIKEN cDNA C230078M14Rik gene,,
1441403_at,10.78942,null,AV339054,6430501K19Rik,6430501K19RIKEN cDNA 6430501K19 gene,,
1451389_at,10.78837,Zcsl3,AY028460,Dnajc24,"DPH4 homolog (JJJ3, S. cerevisiae)",,
1424468_s_at,10.78752,Ll5a,BC025856,Phldb1,"pleckstrin homology?like domain, family B, member 1",,
1426154_s_at,10.78398,MUP15,M27608,Mup3,major urinary protein 3,,
1457247_at,10.78343,Lmln,AI465495,Lmln,expressed sequence AI465495,,
1448754_at,10.78289,Crbp,NM_011254,Rbp1,"re(nol binding protein 1, cellular",,
1437830_x_at,10.7824,Zbed3,BB703880,null,"BB703880 RIKEN full?length enriched, in vitro fer(lized eggs Mus musculus cDNA clone 7420457G17 3', mRNA sequence.",,
1451601_a_at,10.78171,MGC37865,BC025823,Spns2,cDNA sequence BC011467,,
1415924_at,10.78119,TP1,NM_009407,Tnp1,transi(on protein 1,,
1418865_at,10.77653,Hzf,NM_013866,Zfp385a,zinc finger protein 385,,
1454147_at,10.77455,2810429I04Rik,AK013191,null,2810429I04 RIKEN cDNA 2810429I04 gene,,
1430714_at,10.77122,mCG12354,BG072204,Lrrc74b,4930451C15RIKEN cDNA 4930451C15 gene,,
1447769_x_at,10.77031,Amigo2,BB551088,null,Adhesion molecule with Ig like domain 2,,
1416494_at,10.76757,Ndufs5,NM_134104,null,NADH dehydrogenase (ubiquinone) Fe?S protein 5,,
1450735_at,10.76667,AA407421,AF349950,Pno1,partner of NOB1 homolog (S. cerevisiae),,
1416513_at,10.7654,Lams,BC026051,Lamb2,"laminin, beta 2",,
1431295_a_at,10.76282,AU041562,AK016910,Stx18,syntaxin 18,,
1439114_at,10.76092,BC013672,BB234229,Ddx60,CDNA sequence BC013672,,
1458284_at,10.7606,Ptbp1,BM195499,null,Polypyrimidine tract binding protein 1,,
1452593_a_at,10.76001,AA407206,AI019214,Eloc,"transcrip(on elonga(on factor B (SIII), polypep(de 1",,
1435803_a_at,10.75728,Eif4e2,BM120823,null,Eukaryo(c transla(on ini(a(on factor 4E member 2,,
1444787_at,10.75498,Chd1,BM117103,null,Chromodomain helicase DNA binding protein 1,,
1439002_s_at,10.75403,Csh1,BB414739,null,"BB414739 RIKEN full?length enriched, 7 days embryo Mus musculus cDNA clone C430038N23 3' similar to placental lactogen I (PL?I)",,
1439256_x_at,10.75137,Gpr137b,BB726971,null,G protein?coupled receptor 137B,,
1434151_at,10.74216,Mettl7a,AV171622,Tmt1a,Methyltransferase like 7A,,
1416366_at,10.74041,G1,NM_024220,Ndufc2,"NADH dehydrogenase (ubiquinone) 1, subcomplex unknown, 2",,
1415976_a_at,10.73878,Crhsp?24,AU080787,Carhsp1,calcium regulated heat stable protein 1,,
1459136_at,10.73789,Bach2,BE630431,null,BTB and CNC homology 2,,
1432216_s_at,10.73667,Gm955,AK012883,Mpp7,"membrane protein, palmitoylated 7 (MAGUK p55 subfamily member 7)",,
1456862_at,10.7362,Six4,AI893638,null,Sine oculis?related homeobox 4 homolog (Drosophila),,
1436322_a_at,10.73478,Tbc1d22a,BE952576,null,2810001A02RIKEN cDNA 2810001A02 gene,,
1440854_at,10.73428,2810403A07Rik,BM214836,Khdc4,RIKEN cDNA 2810403A07 gene,,
1419193_a_at,10.7334,AI324845,NM_022024,Gmfg,"glia matura(on factor, gamma",,
1430059_at,10.72333,Wdr40a,AA986441,Dcaf12,WD repeat domain 40A,,
1455920_x_at,10.72259,Lyzl6,AI326034,null,Lysozyme?like 6,,
1434042_s_at,10.7214,ZFYVE10,BF466640,Mtmr3,myotubularin related protein 3,,
1443584_at,10.72136,1110028C15Rik,AI595843,Kansl1l,RIKEN cDNA 1110028C15 gene,,
1430524_at,10.72085,1700020N15Rik,AK006180,null,1700020N15RIKEN cDNA 1700020N15 gene,,
1421544_at,10.72026,iv,NM_010060,Dnah11,"dynein, axonemal, heavy chain 11",,
1450876_at,10.71964,NOM,AI987976,Cfh,complement component factor h,,
1437453_s_at,10.71948,Pcsk9,AV010795,null,"AV010795 Mus musculus 18?day embryo C57BL/6J Mus musculus cDNA clone 1110029C19, mRNA sequence.",,
1416523_at,10.71947,Rib1,NM_011271,Rnase1,"ribonuclease, RNase A family, 1 (pancrea(c)",,
1447273_x_at,10.71908,Atp10a,BM249532,null,"ATPase, class V, type 10A",,
1451089_a_at,10.71902,MGC27546,BC017124,Arcn1,archain 1,,
1453050_at,10.71656,AI616142,BB494601,Gins3,GINS complex subunit 3 (Psf3 homolog),,
1424151_at,10.71379,Jtv1,BC026972,Aimp2,JTV1 gene,,
1423920_at,10.7103,Brrn1,BC021499,Ncaph,"non?SMC condensin I complex, subunit H",,
1431144_at,10.71007,Srr1,AK012640,LOC106660621,2810002G02RIKEN cDNA 2810002G02 gene,,
1447529_at,10.70986,null,BG066242,null,"H3040F04?3 NIA Mouse 15K cDNA Clone Set Mus musculus cDNA clone H3040F04 3', mRNA sequence.",,
1448855_at,10.70923,123F2,NM_019713,Rassf1,Ras associa(on (RalGDS/AF?6) domain family 1,,
1431083_a_at,10.70775,1810014B01Rik,AK012122,null,1810014B01RIKEN cDNA 1810014B01 gene,,
1439778_at,10.70632,Cables1,AV341191,null,Transcribed locus,,
1451404_at,10.69977,1110049F14Rik,W34605,Washc1,open reading frame 19,,
1429084_at,10.69713,db1,AV308858,Vezf1,vascular endothelial zinc finger 1,,
1436846_x_at,10.69711,Ywhaq,AV024540,null,"Tyrosine 3?monooxygenase/tryptophan 5?monooxygenase ac(va(on protein, theta polypep(de",,
1421474_a_at,10.6968,SSB1,NM_029035,Spsb1,splA/ryanodine receptor domain and SOCS box containing 1,,
1439424_x_at,10.69616,5031400M07Rik,BB436247,Herpud2,"BB436247 RIKEN full?length enriched, adult pancreas Islet cells Mus musculus cDNA clone C820017N12 3', mRNA sequence.",,
1417337_at,10.69181,Epb4.2,U03487,Epb42,erythrocyte protein band 4.2,,
1448442_a_at,10.68923,Lmpc8,NM_011184,Psma3,"proteasome (prosome, macropain) subunit, alpha type 3",,
1424867_a_at,10.6885,CAT,BC010799,Glyat,glycine?N?acyltransferase,,
1448764_a_at,10.68773,Fabpl,NM_017399,Fabp1,"faVy acid binding protein 1, liver",,
1437565_a_at,10.68719,Gnl2,BI666155,null,Guanine nucleo(de binding protein?like 2 (nucleolar),,
1435624_at,10.68494,9030409G11Rik,AV345336,Kazn,RIKEN cDNA 9030409G11 gene,,
1440159_at,10.68463,1700010B09Rik,AV046850,null,"AV046850 Mus musculus adult C57BL/6J tes(s Mus musculus cDNA clone 1700064C01, mRNA sequence.",,
1441201_at,10.68337,Utx,BM239885,Kdm6a,"Ubiquitously transcribed tetratricopep(de repeat gene, X chromosome",,
