id_Symbol,id_Entrez,id_OMIM,id_humanID,id_HPRD,id_HGNC,id_Chromosome location,id_hPSD,id_Gene group,id_Main class,id_Accompanying phenotype,id_Inheritance pattern,id_Inheritance type,id_Limited confidence criterion,id_Disease type,id_Disease subtype,id_Haploinsufficiency,id_OMIM disease,id_Gene ontology-based annotation,id_Screened wing,id_Screened neuronal
NTRK1,4914,191315,ENSG00000198400,1869,8031,1q21-q22,0,ID data freeze 388,5,"H, O, P, S",Mendelian autosomal,recessive; not sure,0,"INSENSITIVITY TO PAIN, CONGENITAL, WITH ANHIDROSIS; THYROID CARCINOMA, FAMILIAL MEDULLARY","INSENSITIVITY TO PAIN, CONGENITAL, WITH ANHIDROSIS; CIPA; THYROID CARCINOMA, FAMILIAL MEDULLARY; MTC",0,256800; 155240,"MAPK signaling, metabolism, nervous system development, response to growth factor, RNA metabolism, small GTPase signaling, synapse, transcription",1,1
OCLN,100506658,602876,ENSG00000197822,NULL,8104,5q13.1,0,ID data freeze 650,1,"B, C, E, H, L1",Mendelian autosomal,recessive,0,BAND-LIKE CALCIFICATION WITH SIMPLIFIED GYRATION AND POLYMICROGYRIA,BAND-LIKE CALCIFICATION WITH SIMPLIFIED GYRATION AND POLYMICROGYRIA; BLCPMG,0,251290,NULL,0,0
OCRL,4952,300535,ENSG00000122126,2395,8108,Xq25,0,ID data freeze 388,5,"A, E, H, M, P, T, W",Mendelian X-linked,not sure,0,LOWE OCULOCEREBRORENAL SYNDROME; DENT DISEASE,LOWE OCULOCEREBRORENAL SYNDROME; OCRL; DENT DISEASE 2,0,309000; 300555,"Cilia, MAPK signaling, metabolism, small GTPase signaling",1,1
OFD1,8481,300170,ENSG00000046651,2162,2567,Xp22,0,ID data freeze 388,"1, 4","F, (H), H, L1, (O), S, T, Ua, Uc, V, W, X",Mendelian X-linked,dominant; recessive,0; 1,OROFACIODIGITAL SYNDROME; JOUBERT SYNDROME; SIMPSON-GOLABI-BEHMEL SYNDROME,"OROFACIODIGITAL SYNDROME I; OFD1; JOUBERT SYNDROME 10; JBTS10; SIMPSON-GOLABI-BEHMEL SYNDROME, TYPE 2",0,311200; 300804; 300209,"cell cycle, centrosome, Cilia, microtubule",0,0
OPHN1,4983,300127,ENSG00000079482,2130,8148,Xq12,0,ID data freeze 388,1,"E, H, L1",Mendelian X-linked,recessive,0,"MENTAL RETARDATION, X-LINKED","MENTAL RETARDATION, X-LINKED, WITH CEREBELLAR HYPOPLASIA AND DISTINCTIVE FACIAL APPEARANCE",0,300486,"actin, glutamate receptor signaling, nervous system development, small GTPase signaling, synapse, transporters, vesicle transport",1,1
ORC1,4998,601902,ENSG00000085840,3544,8487,1p32,0,ID data freeze 650,7,"A, B, U, X",Mendelian autosomal,recessive,0,MEIER-GORLIN SYNDROME,MEIER-GORLIN SYNDROME 1; MGORS1,0,224690,"cell cycle, chromatin, metabolism, RNA metabolism, transcription",0,0
PACS1,55690,607492,ENSG00000175115,6320,30032,11q13.1-q13.2,1,ID data freeze 650,5,W,Mendelian autosomal,dominant,1,"MENTAL RETARDATION, AUTOSOMAL DOMINANT","MENTAL RETARDATION, AUTOSOMAL DOMINANT 17; MRD17",0,615009,"ion transport, protein transport, transporters, vesicle transport",0,0
PAFAH1B1,5048,601545,ENSG00000007168,3329,8574,17p13.3,0,ID data freeze 388,1,"B, C, E, H, L1",Mendelian autosomal,dominant,0,LISSENCEPHALY,LISSENCEPHALY 1; LIS1,1,607432,"actin, cell cycle, centrosome, MAPK signaling, metabolism, microtubule, MT transport, nervous system development, protein transport, small GTPase signaling, synapse, transporters, vesicle transport",1,1
PAK3,5063,300142,ENSG00000077264,2142,8592,Xq23,0,ID data freeze 388,6,"(B), P",Mendelian X-linked,recessive,0,"MENTAL RETARDATION, X-LINKED","MENTAL RETARDATION, X-LINKED 30; MRX30",0,300558,"actin, cell cycle, MAPK signaling, metabolism, nervous system development, small GTPase signaling, synapse",1,1
PANK2,80025,606157,ENSG00000125779,NULL,15894,20p13,0,ID data freeze 388,8b,"C, G, H, L2, M, P, T",Mendelian autosomal,recessive,0; 1,"NEURODEGENERATION WITH BRAIN IRON ACCUMULATION; HYPOPREBETALIPOPROTEINEMIA, ACANTHOCYTOSIS, RETINITIS PIGMENTOSA, AND PALLIDAL DEGENERATION","NEURODEGENERATION WITH BRAIN IRON ACCUMULATION 1; NBIA1; HYPOPREBETALIPOPROTEINEMIA, ACANTHOCYTOSIS, RETINITIS PIGMENTOSA, AND PALLIDAL DEGENERATION",0,234200; 607236,mitochondria,1,1
PARP1,142,173870,ENSG00000143799,1435,270,1q41-q42,1,ID data freeze 650,2,H,Mendelian autosomal,recessive,1,syndromic ID,syndromic ID,0,NULL,"DNA repair, glycosylation, metabolism, protein transport, response to growth factor, RNA metabolism, transcription, transporters",0,0
PAX6,5080,607108,ENSG00000007372,6167,8620,11p13,0,ID data freeze 388,"4, 7","(A), H, (L1), T",Mendelian autosomal,dominant,1; 0,"ANIRIDIA, CEREBELLAR ATAXIA, AND MENTAL RETARDATION; COLOBOMA OF OPTIC NERVE; ANIRIDIA; OPTIC NERVE HYPOPLASIA, BILATERAL; FOVEAL HYPOPLASIA AND PRESENILE CATARACT SYNDROME; KERATITIS, HEREDITARY; COLOBOMA, OCULAR; PETERS ANOMALY","ANIRIDIA, CEREBELLAR ATAXIA, AND MENTAL RETARDATION; COLOBOMA OF OPTIC NERVE; ANIRIDIA; AN; OPTIC NERVE HYPOPLASIA, BILATERAL; FOVEAL HYPOPLASIA AND PRESENILE CATARACT SYNDROME; KERATITIS, HEREDITARY; COLOBOMA, OCULAR; PETERS ANOMALY",1,206700; 120430; 106210; 165550; 136520; 148190; 120200; 604229,"chromatin, hedgehog signaling, metabolism, nervous system development, RNA metabolism, transcription, ubiquitination",0,0
PC,5091,608786,ENSG00000173599,2032,8636,11q13.4-q13.5,1,ID data freeze 388,5,"C, E, G, H, L2, M",Mendelian autosomal,recessive,0,PYRUVATE CARBOXYLASE DEFICIENCY,PYRUVATE CARBOXYLASE DEFICIENCY,0,266150,mitochondria,1,1
PCDH19,57526,300460,ENSG00000165194,11843,14270,Xq22.1,0,ID data freeze 650,5,"E, P",Mendelian X-linked,not sure,0,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE","EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 9; EIEE9",0,300088,NULL,0,0
PCNT,5116,605925,ENSG00000160299,5804,16068,21q22.3,0,ID data freeze 388,8a,"A, B, U",Mendelian autosomal,recessive,0,MICROCEPHALIC OSTEODYSPLASTIC PRIMORDIAL DWARFISM,"MICROCEPHALIC OSTEODYSPLASTIC PRIMORDIAL DWARFISM, TYPE II; MOPD2",0,210720,"cell cycle, centrosome, Cilia, microtubule, nervous system development",1,1
PDE4D,5144,600129,ENSG00000113448,2530,8783,5q12,0,ID data freeze 650,5,"(K), U",Mendelian autosomal,dominant,0,"ACRODYSOSTOSIS, WITH OR WITHOUT HORMONE RESISTANCE","ACRODYSOSTOSIS 2, WITH OR WITHOUT HORMONE RESISTANCE; ACRDYS2",0,614613,"cardiac muscle contraction, ion transport, metabolism, microtubule, transporters",0,0
PDHA1,5160,300502,ENSG00000131828,2420,8806,Xp22.1,1,ID data freeze 388,8b,"C, E, G, H, L2, M",Mendelian X-linked,not sure,0; 1,PYRUVATE DEHYDROGENASE E1-ALPHA DEFICIENCY; LEIGH SYNDROME,"PYRUVATE DEHYDROGENASE E1-ALPHA DEFICIENCY; PDHAD; LEIGH SYNDROME, X-LINKED",0,312170; 308930,"metabolism, mitochondria",0,0
PDHX,8050,608769,ENSG00000110435,2002,21350,11p13,1,ID data freeze 650,5,"B, H, M",Mendelian autosomal,recessive,1,PYRUVATE DEHYDROGENASE E3-BINDING PROTEIN DEFICIENCY,PYRUVATE DEHYDROGENASE E3-BINDING PROTEIN DEFICIENCY; PDHXD,0,245349,"metabolism, mitochondria",0,0
PDSS1,23590,607429,ENSG00000148459,9591,17759,10p12.1,0,ID data freeze 388,8b,"H, M, O, T, V",Mendelian autosomal,recessive,1,"COENZYME Q10 DEFICIENCY, PRIMARY","COENZYME Q10 DEFICIENCY, PRIMARY, 2; COQ10D2",0,614651,mitochondria,1,1
PDSS2,57107,610564,ENSG00000164494,12879,23041,6q21,0,ID data freeze 388,8b,"C, E, G, H, L2, M, W",Mendelian autosomal,recessive,1,"COENZYME Q10 DEFICIENCY, PRIMARY","COENZYME Q10 DEFICIENCY, PRIMARY, 3; COQ10D3",0,614652,mitochondria,1,1
PECR,55825,605843,ENSG00000115425,9320,18281,2q35,0,ID data freeze 650,6,P,Mendelian autosomal,recessive,1,non-syndromic ID,non-syndromic ID,0,NULL,"mitochondria, peroxisome",0,0
PEPD,5184,613230,ENSG00000124299,1358,8840,19q13.11,0,ID data freeze 388,5,"J, M, S",Mendelian autosomal,recessive,0,PROLIDASE DEFICIENCY,PROLIDASE DEFICIENCY,0,170100,NULL,1,1
PEX1,5189,602136,ENSG00000127980,3682,8850,7q21.2,0,ID data freeze 388,"2, 5","C, E, G, H, L2, M, T",Mendelian autosomal,recessive,0,PEROXISOME BIOGENESIS DISORDER (ZELLWEGER); PEROXISOME BIOGENESIS DISORDER,PEROXISOME BIOGENESIS DISORDER 1A (ZELLWEGER); PBD1A; PEROXISOME BIOGENESIS DISORDER 1B; PBD1B,0,214100; 601539,"peroxisome, protein transport, transporters",1,1
PEX10,5192,602859,ENSG00000157911,4175,8851,1p36.32,0,ID data freeze 388,"2, 5","C, E, G, H, L2, M, T",Mendelian autosomal,recessive,0,PEROXISOME BIOGENESIS DISORDER (ZELLWEGER); PEROXISOME BIOGENESIS DISORDER,PEROXISOME BIOGENESIS DISORDER 6A (ZELLWEGER); PBD6A; PEROXISOME BIOGENESIS DISORDER 6B; PBD6B,0,614870; 614871,"peroxisome, protein transport, transporters",1,1
PEX11B,8799,603867,ENSG00000131779,4844,8853,1q21.1,1,ID data freeze 650,5,"H, M, O, T",Mendelian autosomal,recessive,1,PEROXISOME BIOGENESIS DISORDER,PEROXISOME BIOGENESIS DISORDER 14B; PEX14B,0,614920,"mitochondria, peroxisome",0,0
PEX12,5193,601758,ENSG00000108733,3455,8854,17q12,0,ID data freeze 388,2,"C, E, G, H, L2, M, T",Mendelian autosomal,recessive,0,PEROXISOME BIOGENESIS DISORDER (ZELLWEGER); PEROXISOME BIOGENESIS DISORDER,PEROXISOME BIOGENESIS DISORDER 3A (ZELLWEGER); PBD3A; PEROXISOME BIOGENESIS DISORDER 3B; PBD3B,0,614859; 266510,"peroxisome, protein transport, transporters",1,1
PEX13,5194,601789,ENSG00000162928,3475,8855,2p16.1,0,ID data freeze 388,2,"C, E, G, H, L2, M, T",Mendelian autosomal,recessive,0,PEROXISOME BIOGENESIS DISORDER (ZELLWEGER); PEROXISOME BIOGENESIS DISORDER,PEROXISOME BIOGENESIS DISORDER 11A (ZELLWEGER); PBD11A; PEROXISOME BIOGENESIS DISORDER 11B; PBD11B,0,614883; 614885,"nervous system development, peroxisome, protein transport, transporters",1,1
PEX26,55670,608666,ENSG00000215193,10559,22965,22q11.21,0,ID data freeze 388,8b,"C, E, (G), H, L2, M",Mendelian autosomal,recessive,0; 1,PEROXISOME BIOGENESIS DISORDER (ZELLWEGER); PEROXISOME BIOGENESIS DISORDER,PEROXISOME BIOGENESIS DISORDER 7A (ZELLWEGER); PBD7A; PEROXISOME BIOGENESIS DISORDER 7B; PBD7B,0,614872; 614873,"peroxisome, protein transport, transporters",0,0
PEX5,5830,600414,ENSG00000139197,2684,9719,12p13.31,0,ID data freeze 388,2,"C, E, G, H, L2, M, T",Mendelian autosomal,recessive,0,PEROXISOME BIOGENESIS DISORDER (ZELLWEGER); PEROXISOME BIOGENESIS DISORDER,PEROXISOME BIOGENESIS DISORDER 2A (ZELLWEGER); PBD2A; PEROXISOME BIOGENESIS DISORDER 2B; PBD2B,0,214110; 202370,"mitochondria, nervous system development, peroxisome, protein transport, small GTPase signaling, transporters",1,1
PEX6,5190,601498,ENSG00000124587,3293,8859,6p21.1,0,ID data freeze 388,2,"C, E, G, H, M, T",Mendelian autosomal,recessive,0; 1,PEROXISOME BIOGENESIS DISORDER (ZELLWEGER); PEROXISOME BIOGENESIS DISORDER,PEROXISOME BIOGENESIS DISORDER 4A (ZELLWEGER); PBD4A; PEROXISOME BIOGENESIS DISORDER 4B; PBD4B,0,614862; 614863,"metabolism, peroxisome, protein transport, transporters",1,1
PEX7,5191,601757,ENSG00000112357,3454,8860,6q23.3,0,ID data freeze 388,"1, 5","A, C, E, G, H, M, T, Ub",Mendelian autosomal,recessive,0,RHIZOMELIC CHONDRODYSPLASIA PUNCTATA; PEROXISOME BIOGENESIS DISORDER,"RHIZOMELIC CHONDRODYSPLASIA PUNCTATA, TYPE 1; RCDP1; PEROXISOME BIOGENESIS DISORDER 9B; PBD9B",0,215100; 614879,"nervous system development, peroxisome, protein transport, transporters",1,1
PGAP2,27315,615187,ENSG00000148985,17016,17893,11p15.5,0,ID data freeze 650,2,"B, E, (L2), M",Mendelian autosomal,recessive,0,HYPERPHOSPHATASIA WITH MENTAL RETARDATION SYNDROME,HYPERPHOSPHATASIA WITH MENTAL RETARDATION SYNDROME 3; HPMRS3,0,614207,transporters,0,0
PGK1,5230,311800,ENSG00000102144,2412,8896,Xq13.3,1,ID data freeze 388,8a,"H, M, Q, R",Mendelian X-linked,recessive,0,PHOSPHOGLYCERATE KINASE 1 DEFICIENCY,PHOSPHOGLYCERATE KINASE 1 DEFICIENCY,0,300653,NULL,0,0
PHF6,84295,300414,ENSG00000156531,2330,18145,Xq26.3,0,ID data freeze 388,5,"A, K, O",Mendelian X-linked,recessive,0,BORJESON-FORSSMAN-LEHMANN SYNDROME,BORJESON-FORSSMAN-LEHMANN SYNDROME; BFLS,0,301900,"metabolism, RNA metabolism, transcription",0,0
PHF8,23133,300560,ENSG00000172943,6599,20672,Xp11.22,0,ID data freeze 388,4,Uc,Mendelian X-linked,recessive,1,SIDERIUS X-LINKED MENTAL RETARDATION SYNDROME,SIDERIUS X-LINKED MENTAL RETARDATION SYNDROME; MRXSSD,0,300263,"cell cycle, chromatin, metabolism, microtubule, nervous system development, RNA metabolism, transcription",0,0
PHGDH,26227,606879,ENSG00000092621,6047,8923,1p12,1,ID data freeze 388,5,"B, E, M",Mendelian autosomal,recessive,0,PHOSPHOGLYCERATE DEHYDROGENASE DEFICIENCY,PHOSPHOGLYCERATE DEHYDROGENASE DEFICIENCY,0,601815,"cell cycle, metabolism, nervous system development",1,1
PIGN,23556,606097,ENSG00000197563,12085,8967,18q21.33,0,ID data freeze 650,1,"C, E, H, V, W, X",Mendelian autosomal,recessive,1,MULTIPLE CONGENITAL ANOMALIES-HYPOTONIA-SEIZURES SYNDROME,MULTIPLE CONGENITAL ANOMALIES-HYPOTONIA-SEIZURES SYNDROME 1; MCAHS1,0,614080,NULL,0,0
PIGO,84720,614730,ENSG00000165282,15134,23215,9p13.3,0,ID data freeze 650,1,"(E), M, U, (V), (X)",Mendelian autosomal,recessive,1,HYPERPHOSPHATASIA WITH MENTAL RETARDATION SYNDROME,HYPERPHOSPHATASIA WITH MENTAL RETARDATION SYNDROME 2; HPMRS2,0,614749,NULL,0,0
PIGT,51604,610272,ENSG00000124155,15136,14938,20q12-q13.12,0,ID data freeze 650,2,"E, F, L2, Q, T, U, W",Mendelian autosomal,recessive; dominant,1; 0,MULTIPLE CONGENITAL ANOMALIES-HYPOTONIA-SEIZURES SYNDROME; PAROXYSMAL NOCTURNAL HEMOGLOBINURIA ,MULTIPLE CONGENITAL ANOMALIES-HYPOTONIA-SEIZURES SYNDROME 3; MCAHS3; PAROXYSMAL NOCTURNAL HEMOGLOBINURIA 2; PNH2,0,615398; 615399,nervous system development,0,0
PIGV,55650,610274,ENSG00000060642,7912,26031,1p36.11,0,ID data freeze 388,1,"(E), M, Ua",Mendelian autosomal,recessive,0,HYPERPHOSPHATASIA WITH MENTAL RETARDATION SYNDROME,HYPERPHOSPHATASIA WITH MENTAL RETARDATION SYNDROME 1; HPMRS1,0,239300,glycosylation,1,1
PIK3CA,5290,171834,ENSG00000121879,1382,8975,3q26.3,0,ID data freeze 650,7,"F, G, L1, S",Somatic; Mendelian autosomal,N/A; dominant,0,MEGALENCEPHALY-CAPILLARY MALFORMATION-POLYMICROGYRIA SYNDROME; COWDEN SYNDROME,MEGALENCEPHALY-CAPILLARY MALFORMATION-POLYMICROGYRIA SYNDROME; MCAP; COWDEN SYNDROME 5; CWS5,0,602501; 615108,"cardiac muscle contraction, metabolism, response to growth factor, transporters, vesicle transport",0,0
PIK3R1,5295,171833,ENSG00000145675,1381,8979,5q13.1,0,ID data freeze 650,8a,"A, (B), K, T, U, (V)",Mendelian autosomal,dominant,0,SHORT SYNDROME,SHORT SYNDROME,0,269880,"metabolism, protein transport, response to growth factor, RNA metabolism, transcription, transporters, vesicle transport",0,0
PIK3R2,5296,603157,ENSG00000105647,4404,8980,19q13.2-q13.4,0,ID data freeze 650,4,"F, L1, Ua",Mendelian autosomal,dominant,0,MEGALENCEPHALY-POLYMICROGYRIA-POLYDACTYLY-HYDROCEPHALUS SYNDROME,MEGALENCEPHALY-POLYMICROGYRIA-POLYDACTYLY-HYDROCEPHALUS SYNDROME; MPPH,0,603387,"response to growth factor, small GTPase signaling, transporters, vesicle transport",0,0
PLCB1,23236,607120,ENSG00000182621,6177,15917,20p12,1,ID data freeze 650,8b,"E, H",Mendelian autosomal,recessive,1,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE","EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 12; EIEE12",0,613722,"cell cycle, chromatin, glutamate receptor signaling, MAPK signaling, metabolism, nervous system development, RNA metabolism, synapse, transcription, transporters, vesicle transport",0,0
PLP1,5354,300401,ENSG00000123560,2321,9086,Xq22,1,ID data freeze 388,2,"(C), E, H, L2",Mendelian X-linked,recessive,0,"PELIZAEUS-MERZBACHER DISEASE; SPASTIC PARAPLEGIA, X-LINKED","PELIZAEUS-MERZBACHER DISEASE; PMD; SPASTIC PARAPLEGIA 2, X-LINKED; SPG2",0,312080; 312920,"metabolism, nervous system development, synapse",1,1
PMM2,5373,601785,ENSG00000140650,3472,9115,16p13,0,ID data freeze 388,5,"A, C, H, L2, M, R, T",Mendelian autosomal,recessive,0,CONGENITAL DISORDER OF GLYCOSYLATION,"CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IA; CDG1A",0,212065,glycosylation,1,1
PNKP,11284,605610,ENSG00000039650,9284,9154,19q13.3-q13.4,0,ID data freeze 650,2,"B, E, P",Mendelian autosomal,recessive,0,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE","EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 10; EIEE10",0,613402,DNA repair,0,0
PNP,4860,164050,ENSG00000198805,1247,7892,14q13.1,0,ID data freeze 388,8a,"H, J, M",Mendelian autosomal,recessive,0,PURINE NUCLEOSIDE PHOSPHORYLASE DEFICIENCY,PURINE NUCLEOSIDE PHOSPHORYLASE DEFICIENCY; PURINE NUCLEOSIDE PHOSPHORYLASE DEFICIENCY,0,613179,"protein transport, transporters, vesicle transport",1,1
PNPT1,87178,610316,ENSG00000138035,18493,23166,2p15,0,ID data freeze 650,8b,"(G), H, L2, M",Mendelian autosomal,recessive,1; 0,"COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY; DEAFNESS, AUTOSOMAL RECESSIVE","COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 13; COXPD13; DEAFNESS, AUTOSOMAL RECESSIVE 70; DFNB70",0,614932; 614934,"cell cycle, metabolism, mitochondria, RNA metabolism, transporters",0,0
POC1A,25886,614783,ENSG00000164087,8523,24488,3p21.2,0,ID data freeze 650,8a,"A, S, U",Mendelian autosomal,recessive,0,"SHORT STATURE, ONYCHODYSPLASIA, FACIAL DYSMORPHISM, AND HYPOTRICHOSIS","SHORT STATURE, ONYCHODYSPLASIA, FACIAL DYSMORPHISM, AND HYPOTRICHOSIS; SOFT",0,614813,"centrosome, Cilia, microtubule",0,0
POLR3A,11128,614258,ENSG00000148606,17879,30074,10q22-q23,0,ID data freeze 650,8b,"G, H, (K), L2, (U)",Mendelian autosomal,recessive,0,"LEUKODYSTROPHY, HYPOMYELINATING, WITH OR WITHOUT OLIGODONTIA AND/OR HYPOGONADOTROPIC HYPOGONADISM","LEUKODYSTROPHY, HYPOMYELINATING, 7, WITH OR WITHOUT OLIGODONTIA AND/OR HYPOGONADOTROPIC HYPOGONADISM; HLD7",0,607694,"chromatin, RNA metabolism, transcription",0,0
POLR3B,55703,614366,ENSG00000013503,11447,30348,12q23.3,0,ID data freeze 650,5,"G, H, (K), L2",Mendelian autosomal,recessive,0,"LEUKODYSTROPHY, HYPOMYELINATING","LEUKODYSTROPHY, HYPOMYELINATING, 8, WITH OR WITHOUT OLIGODONTIA AND/OR HYPOGONADOTROPIC HYPOGONADISM; HLD8",0,614381,"RNA metabolism, transcription",0,0
POMGNT1,55624,606822,ENSG00000085998,9493,19139,1p34.1,0,ID data freeze 388,"1, 4","C, E, G, L1, P, Q, T",Mendelian autosomal,recessive,0; 1,MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES); MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH MENTAL RETARDATION); MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (LIMB-GIRDLE),"MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 3/WALKER-WARBURG/MUSCLE-EYE-BRAIN; MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH MENTAL RETARDATION), TYPE B, 3; MDDGB3; MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (LIMB-GIRDLE), TYPE C, 3; MDDGC3",0,253280; 613151; 613157,glycosylation,0,0
POMGNT2,84892,614828,ENSG00000144647,7863,25902,3p22.1,0,ID data freeze 650,1,"C, H, L1, Q, T",Mendelian autosomal,recessive,0,MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES),"MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 8; MDDGA8",0,614830,glycosylation,0,0
POMT1,10585,607423,ENSG00000130714,6305,9202,9q34.1,0,ID data freeze 388,"1, 4","B, C, L1, Q, T",Mendelian autosomal,recessive,0,MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES); MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH MENTAL RETARDATION); MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (LIMB-GIRDLE),"MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 1; MDDGA1; MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH MENTAL RETARDATION), TYPE B, 1; MDDGB1; MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (LIMB-GIRDLE), TYPE C, 1; MDDGC1",0,236670; 613155; 609308,glycosylation,0,0
POMT2,29954,607439,ENSG00000009830,9592,19743,14q24,0,ID data freeze 388,1,"B, C, L1, Q, T",Mendelian autosomal,recessive,0,MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES); MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH MENTAL RETARDATION); MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (LIMB-GIRDLE),"MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 2; MDDGA2; MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH MENTAL RETARDATION), TYPE B, 2; MDDGB2; MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (LIMB-GIRDLE), TYPE C, 2; MDDGC2",0,613150; 613156; 613158,glycosylation,1,1
PORCN,64840,300651,ENSG00000102312,6680,17652,Xp11.23,0,ID data freeze 388,7,"S, T, Ua, Uc, X",Mendelian X-linked,dominant,0,FOCAL DERMAL HYPOPLASIA,FOCAL DERMAL HYPOPLASIA; FDH,0,305600,"ion transport, transporters, Wnt signaling",1,1
PPOX,5498,600923,ENSG00000143224,2953,9280,1q22,0,ID data freeze 388,8a,"E, H, M, S",Mendelian autosomal,not sure,0,PORPHYRIA VARIEGATA,PORPHYRIA VARIEGATA,0,176200,mitochondria,1,1
PQBP1,10084,300463,ENSG00000102103,2354,9330,Xp11.23,0,ID data freeze 388,1,"A, B, W, X",Mendelian X-linked,recessive,0,RENPENNING SYNDROME,RENPENNING SYNDROME 1; RENS1,0,309500,"metabolism, RNA metabolism, transcription",1,1
PRKCG,5582,176980,ENSG00000126583,1502,9402,19q13.4,1,ID data freeze 650,5,"G, H",Mendelian autosomal,recessive; dominant,1,SPINOCEREBELLAR ATAXIA ,SPINOCEREBELLAR ATAXIA 14; SCA14; SPINOCEREBELLAR ATAXIA 14; SCA14,0,605361,"DNA repair, metabolism, nervous system development, response to growth factor, synapse, ubiquitination",0,0
PRKRA,8575,603424,ENSG00000180228,4573,9438,2q31.2,1,ID data freeze 650,"5, 6","G, H",Mendelian autosomal,recessive,1,non-syndromic ID; DYSTONIA,non-syndromic ID; DYSTONIA 16; DYT16,0,605361,"metabolism, RNA metabolism",0,0
PRMT9,90826,NULL,ENSG00000164169,14280,25099,4q31.23,0,ID data freeze 650,3,NULL,Mendelian autosomal,recessive,1,non-syndromic ID,non-syndromic ID,0,NULL,NULL,0,0
PRODH,5625,606810,ENSG00000100033,8433,9453,22q11.21,1,ID data freeze 650,5,"E, M, P",Mendelian autosomal,recessive,0,HYPERPROLINEMIA,"HYPERPROLINEMIA, TYPE I; HPI",0,239500,mitochondria,0,0
PRPS1,5631,311850,ENSG00000147224,2413,9462,Xq22.3,1,ID data freeze 388,5,"C, H, J, M",Mendelian X-linked,recessive,0,ARTS SYNDROME; PHOSPHORIBOSYLPYROPHOSPHATE SYNTHETASE SUPERACTIVITY; CHARCOT-MARIE-TOOTH DISEASE; DEAFNESS,"ARTS SYNDROME; ARTS; PHOSPHORIBOSYLPYROPHOSPHATE SYNTHETASE SUPERACTIVITY; CHARCOT-MARIE-TOOTH DISEASE, X-LINKED RECESSIVE, 5; CMTX5; DEAFNESS",0,301835; 300661; 311070; 304500,nervous system development,1,1
PRRT2,112476,614386,ENSG00000167371,13995,30500,16p11.2,0,ID data freeze 650,3,NULL,Mendelian autosomal,recessive; dominant,1; 0,"non-syndromic ID; CONVULSIONS, FAMILIAL INFANTILE, WITH PAROXYSMAL CHOREOATHETOSIS; EPISODIC KINESIGENIC DYSKINESIA; SEIZURES, BENIGN FAMILIAL INFANTILE","non-syndromic ID; CONVULSIONS, FAMILIAL INFANTILE, WITH PAROXYSMAL CHOREOATHETOSIS; ICCA; EPISODIC KINESIGENIC DYSKINESIA 1; EKD1; SEIZURES, BENIGN FAMILIAL INFANTILE, 2; BFIS2",0,602066; 128200; 605751,synapse,0,0
PRSS12,8492,606709,ENSG00000164099,5989,9477,4q28.1,0,ID data freeze 388,6,NULL,Mendelian autosomal,recessive,1,"MENTAL RETARDATION, AUTOSOMAL RECESSIVE","MENTAL RETARDATION, AUTOSOMAL RECESSIVE 1; MRT1",0,249500,"synapse, transporters, vesicle transport",0,0
